S-01,S-02,S-03,S-04,S-05,S-06,S-07,S-08,S-09,S-10,S-11,S-12,S-13,S-15,S-16,S-17,S-18,S-19,Average,Variance,Zone 1,Zone 2,Zone 3,Zone 4,Zone 5,,,S-01,S-02,S-03,S-04,S-05,S-06,S-07,S-08,S-09,S-10,S-11,S-12,S-13,S-15,S-16,
0,9,0,0,0,0,4,9,0,0,4,36,0,111,0,0,0,0,11.53333333,787.7155556,0,2.25,18.22222222,0,0,,,,,,,,,,,,,,,,,,
0,0,0,0,0,9,0,4,0,0,9,27,0,54,0,0,0,0,6.866666667,207.7155556,0,2.25,10.44444444,0,0,,,,,,,,,,,,,,,,,,
0,0,0,0,0,9,0,0,0,0,0,18,0,0,0,0,0,0,1.8,23.76,0,2.25,2,0,0,,,,,,,,,,,,,,,,,,
0,0,9,0,0,9,0,0,0,0,0,24,0,0,9,0,0,30,3.4,43.04,0,4.5,3.666666667,0,30,,,,,,,,,,,,,,,,,,
0,9,39,21,0,9,0,0,0,0,9,30,18,0,9,9,0,39,9.6,141.84,10.5,14.25,7.333333333,4.5,39,,,,,,,,,,,,,,,,,,
0,0,39,0,0,0,0,0,0,4,9,24,9,0,0,102,0,9,5.666666667,119.5555556,0,9.75,5.111111111,51,9,,0,0,0,0.00078,0,0,0,0,0,0,0.00008,0.00018,0.00048,0.00018,0,0,
9,0,0,17748,0,0,4,0,0,9,4,18,0,0,0,102,0,0,1186.133333,19592555.85,8878.5,0,3.888888889,51,0,,10,0.00018,0,0,0.35496,0,0,0.00008,0,0,0.00018,0.00008,0.00036,0,0,0,
0,9,0,40653,0,0,0,0,0,0,0,9,0,0,0,0,0,0,2711.4,102826081.4,20326.5,2.25,1,0,0,,20,0,0.00018,0,0.81306,0,0,0,0,0,0,0,0.00018,0,0,0,
4350,9,8616,52833,0,0,36,0,0,0,0,0,0,9,0,0,0,0,4390.2,173025164.2,28591.5,2156.25,5,0,0,,30,0.087,0.00018,0.17232,1.05666,0,0,0.00072,0,0,0,0,0,0,0.00018,0,
3558,0,27657,7916,0,18,36,0,0,0,0,9,9,9,9,0,0,0,2614.733333,49178770.46,5737,6918.75,8,0,0,,40,0.07116,0,0.55314,0.15832,0,0.00036,0.00072,0,0,0,0,0.00018,0.00018,0.00018,0.00018,
1755,9,23214,1181,0,9186,9,0,0,0,0,18,18,0,0,0,0,0,2359.333333,36283412.09,1468,8102.25,5,0,0,,50,0.0351,0.00018,0.46428,0.02362,0,0.18372,0.00018,0,0,0,0,0.00036,0.00036,0,0,
12036,0,26274,8542,0,14154,9,9,9,0,0,76,9,0,0,0,0,0,4074.533333,57297908.25,10289,10107,12.44444444,0,0,,60,0.24072,0,0.52548,0.17084,0,0.28308,0.00018,0.00018,0.00018,0,0,0.00152,0.00018,0,0,
9969,0,3843,35615,0,21366,49,9,9,9,0,135,0,0,0,0,0,0,4733.6,100200008.4,22792,6302.25,23.44444444,0,0,,70,0.19938,0,0.07686,0.7123,0,0.42732,0.00098,0.00018,0.00018,0.00018,0,0.0027,0,0,0,
3309,0,3756,50352,0,29343,138,19,49,312,18,306,0,0,0,0,0,0,5840.133333,193999888,26830.5,8274.75,93.55555556,0,0,,80,0.06618,0,0.07512,1.00704,0,0.58686,0.00276,0.00038,0.00098,0.00624,0.00036,0.00612,0,0,0,
6456,0,5439,23028,0,21018,378,120,216,1515,60,477,0,0,0,0,0,0,3913.8,54418040.16,14742,6614.25,307.3333333,0,0,,90,0.12912,0,0.10878,0.46056,0,0.42036,0.00756,0.0024,0.00432,0.0303,0.0012,0.00954,0,0,0,
4947,249,3657,13308,0,4638,405,87,216,1428,129,454,0,0,0,9,0,0,1967.866667,12061004.65,9127.5,2136,302.1111111,4.5,0,,100,0.09894,0.00498,0.07314,0.26616,0,0.09276,0.0081,0.00174,0.00432,0.02856,0.00258,0.00908,0,0,0,
2841,30,3660,11784,0,1470,207,288,405,1428,267,432,57,0,0,9,0,0,1524.6,8681028.24,7312.5,1290,342.6666667,4.5,0,,110,0.05682,0.0006,0.0732,0.23568,0,0.0294,0.00414,0.00576,0.0081,0.02856,0.00534,0.00864,0.00114,0,0,
1134,21,4542,6771,0,462,207,876,417,1101,267,337,207,0,0,0,0,0,1089.466667,3506400.249,3952.5,1256.25,379.1111111,0,0,,120,0.02268,0.00042,0.09084,0.13542,0,0.00924,0.00414,0.01752,0.00834,0.02202,0.00534,0.00674,0.00414,0,0,
378,30,2352,4542,0,249,649,876,417,597,175,243,255,9,0,0,0,0,718.1333333,1367025.049,2460,657.75,357.8888889,0,0,,130,0.00756,0.0006,0.04704,0.09084,0,0.00498,0.01298,0.01752,0.00834,0.01194,0.0035,0.00486,0.0051,0.00018,0,0.014362667
228,258,2469,3375,0,516,885,661,571,840,288,271,255,0,0,0,0,0,707.8,855324.96,1801.5,810.75,419,0,0,,140,0.00456,0.00516,0.04938,0.0675,0,0.01032,0.0177,0.01322,0.01142,0.0168,0.00576,0.00542,0.0051,0,0,0.014156
759,594,2145,1497,0,306,900,1050,558,687,222,300,343,222,0,0,0,0,638.8666667,316291.8489,1128,761.25,475.7777778,0,0,,150,0.01518,0.01188,0.0429,0.02994,0,0.00612,0.018,0.021,0.01116,0.01374,0.00444,0.006,0.00686,0.00444,0,0.012777333
1026,762,1257,855,0,132,627,960,558,573,261,262,573,300,9,9,0,0,543.6666667,135854.2222,940.5,537.75,458.1111111,4.5,0,,160,0.02052,0.01524,0.02514,0.0171,0,0.00264,0.01254,0.0192,0.01116,0.01146,0.00522,0.00524,0.01146,0.006,0.00018,0.010873333
843,1050,672,510,0,774,474,981,498,573,282,225,639,321,9,36,0,0,523.4,94643.84,676.5,624,444.6666667,18,0,,170,0.01686,0.021,0.01344,0.0102,0,0.01548,0.00948,0.01962,0.00996,0.01146,0.00564,0.0045,0.01278,0.00642,0.00018,0.010468
807,894,654,309,0,642,474,918,417,433,282,396,774,504,21,18,0,0,501.6666667,75297.02222,558,547.5,468.7777778,9,0,,180,0.01614,0.01788,0.01308,0.00618,0,0.01284,0.00948,0.01836,0.00834,0.00866,0.00564,0.00792,0.01548,0.01008,0.00042,0.010033333
873,846,1062,273,0,546,451,918,417,594,301,567,552,375,9,0,0,0,518.9333333,91287.12889,573,613.5,464.8888889,0,0,,190,0.01746,0.01692,0.02124,0.00546,0,0.01092,0.00902,0.01836,0.00834,0.01188,0.00602,0.01134,0.01104,0.0075,0.00018,0.010378667
939,774,606,249,0,486,372,882,444,804,117,370,552,381,9,0,0,0,465.6666667,83596.22222,594,466.5,436.7777778,0,0,,200,0.01878,0.01548,0.01212,0.00498,0,0.00972,0.00744,0.01764,0.00888,0.01608,0.00234,0.0074,0.01104,0.00762,0.00018,0.009313333
645,726,648,351,0,426,411,822,360,495,69,174,558,519,0,0,0,0,413.6,62446.64,498,450,378.6666667,0,0,,210,0.0129,0.01452,0.01296,0.00702,0,0.00852,0.00822,0.01644,0.0072,0.0099,0.00138,0.00348,0.01116,0.01038,0,0.008272
897,1110,441,246,0,225,591,615,360,417,216,214,234,387,9,36,0,0,397.4666667,86712.51556,571.5,444,338.1111111,18,0,,220,0.01794,0.0222,0.00882,0.00492,0,0.0045,0.01182,0.0123,0.0072,0.00834,0.00432,0.00428,0.00468,0.00774,0.00018,0.007949333
570,954,483,306,0,321,681,612,324,417,540,255,321,297,9,36,0,0,406,57171.2,438,439.5,384,18,0,,230,0.0114,0.01908,0.00966,0.00612,0,0.00642,0.01362,0.01224,0.00648,0.00834,0.0108,0.0051,0.00642,0.00594,0.00018,0.00812
633,693,540,204,0,546,681,717,285,315,540,240,504,345,9,60,0,0,416.8,52470.56,418.5,444.75,404,30,0,,240,0.01266,0.01386,0.0108,0.00408,0,0.01092,0.01362,0.01434,0.0057,0.0063,0.0108,0.0048,0.01008,0.0069,0.00018,0.008336
840,1170,603,255,0,381,603,717,285,291,331,225,549,609,51,51,0,0,460.6666667,89584.08889,547.5,538.5,406.7777778,25.5,0,,250,0.0168,0.0234,0.01206,0.0051,0,0.00762,0.01206,0.01434,0.0057,0.00582,0.00662,0.0045,0.01098,0.01218,0.00102,0.009213333
543,1134,465,402,0,477,591,618,270,354,240,223,549,495,72,9,0,0,428.8666667,67708.24889,472.5,519,379.1111111,4.5,0,,260,0.01086,0.02268,0.0093,0.00804,0,0.00954,0.01182,0.01236,0.0054,0.00708,0.0048,0.00446,0.01098,0.0099,0.00144,0.008577333
639,594,534,297,0,339,327,678,264,342,228,222,517,216,39,27,0,0,349.0666667,39449.12889,468,366.75,314.7777778,13.5,0,,270,0.01278,0.01188,0.01068,0.00594,0,0.00678,0.00654,0.01356,0.00528,0.00684,0.00456,0.00444,0.01034,0.00432,0.00078,0.006981333
537,462,558,246,0,252,399,864,264,342,105,199,423,282,18,9,0,0,330.0666667,46986.46222,391.5,318,321.7777778,4.5,0,,280,0.01074,0.00924,0.01116,0.00492,0,0.00504,0.00798,0.01728,0.00528,0.00684,0.0021,0.00398,0.00846,0.00564,0.00036,0.006601333
651,474,366,201,0,291,495,684,321,342,159,177,426,168,18,36,0,0,318.2,39217.76,426,282.75,310,18,0,,290,0.01302,0.00948,0.00732,0.00402,0,0.00582,0.0099,0.01368,0.00642,0.00684,0.00318,0.00354,0.00852,0.00336,0.00036,0.006364
582,606,489,252,0,396,495,594,378,222,159,145,351,291,18,36,0,9,331.8666667,37193.98222,417,372.75,294.7777778,18,9,,300,0.01164,0.01212,0.00978,0.00504,0,0.00792,0.0099,0.01188,0.00756,0.00444,0.00318,0.0029,0.00702,0.00582,0.00036,0.006637333
537,570,420,261,0,219,424,594,378,168,172,114,333,450,9,126,0,9,309.9333333,34976.06222,399,302.25,293.5555556,63,9,,310,0.01074,0.0114,0.0084,0.00522,0,0.00438,0.00848,0.01188,0.00756,0.00336,0.00344,0.00228,0.00666,0.009,0.00018,0.006198667
876,321,471,84,0,231,507,778,373,348,252,102,333,468,54,135,0,0,346.5333333,58713.18222,480,255.75,357.2222222,67.5,0,,320,0.01752,0.00642,0.00942,0.00168,0,0.00462,0.01014,0.01556,0.00746,0.00696,0.00504,0.00204,0.00666,0.00936,0.00108,0.006930667
744,432,321,66,0,396,510,624,192,225,102,90,289,333,54,87,0,0,291.8666667,45291.71556,405,287.25,268.7777778,43.5,0,,330,0.01488,0.00864,0.00642,0.00132,0,0.00792,0.0102,0.01248,0.00384,0.0045,0.00204,0.0018,0.00578,0.00666,0.00108,0.005837333
354,660,186,135,0,477,432,612,192,285,81,153,234,225,0,48,0,0,268.4,38353.04,244.5,330.75,246,24,0,,340,0.00708,0.0132,0.00372,0.0027,0,0.00954,0.00864,0.01224,0.00384,0.0057,0.00162,0.00306,0.00468,0.0045,0,0.005368
357,585,222,156,0,258,357,465,198,285,81,216,312,222,0,87,0,0,247.6,23614.64,256.5,266.25,237.3333333,43.5,0,,350,0.00714,0.0117,0.00444,0.00312,0,0.00516,0.00714,0.0093,0.00396,0.0057,0.00162,0.00432,0.00624,0.00444,0,0.004952
450,414,207,81,0,156,357,342,246,279,81,147,225,297,9,18,0,0,219.4,18363.44,265.5,194.25,220.3333333,9,0,,360,0.009,0.00828,0.00414,0.00162,0,0.00312,0.00714,0.00684,0.00492,0.00558,0.00162,0.00294,0.0045,0.00594,0.00018,0.004388
411,498,222,48,0,168,412,342,246,561,126,78,258,342,18,27,0,0,248.6666667,29131.15556,229.5,222,264.7777778,13.5,0,,370,0.00822,0.00996,0.00444,0.00096,0,0.00336,0.00824,0.00684,0.00492,0.01122,0.00252,0.00156,0.00516,0.00684,0.00036,0.004973333
366,369,255,225,0,105,348,444,180,453,156,106,258,327,27,36,0,0,241.2666667,19286.06222,295.5,182.25,255.4444444,18,0,,380,0.00732,0.00738,0.0051,0.0045,0,0.0021,0.00696,0.00888,0.0036,0.00906,0.00312,0.00212,0.00516,0.00654,0.00054,0.004825333
540,342,279,249,0,81,351,360,159,207,87,135,279,285,27,45,0,0,225.4,19960.64,394.5,175.5,210,22.5,0,,390,0.0108,0.00684,0.00558,0.00498,0,0.00162,0.00702,0.0072,0.00318,0.00414,0.00174,0.0027,0.00558,0.0057,0.00054,0.004508
606,318,330,234,0,135,387,435,159,423,57,159,216,366,27,66,0,0,256.8,27608.16,420,195.75,247.6666667,33,0,,400,0.01212,0.00636,0.0066,0.00468,0,0.0027,0.00774,0.0087,0.00318,0.00846,0.00114,0.00318,0.00432,0.00732,0.00054,0.005136
477,303,231,156,0,186,315,345,141,423,99,183,354,267,27,27,0,0,233.8,17958.56,316.5,180,239.3333333,13.5,0,,410,0.00954,0.00606,0.00462,0.00312,0,0.00372,0.0063,0.0069,0.00282,0.00846,0.00198,0.00366,0.00708,0.00534,0.00054,0.004676
438,474,312,78,0,156,315,267,114,502,99,175,177,162,27,18,0,0,219.7333333,23618.99556,258,235.5,204.2222222,9,0,,420,0.00876,0.00948,0.00624,0.00156,0,0.00312,0.0063,0.00534,0.00228,0.01004,0.00198,0.0035,0.00354,0.00324,0.00054,0.004394667
351,504,225,180,0,183,294,267,114,228,180,168,126,270,9,18,0,0,206.6,15044.24,265.5,228,184,9,0,,430,0.00702,0.01008,0.0045,0.0036,0,0.00366,0.00588,0.00534,0.00228,0.00456,0.0036,0.00336,0.00252,0.0054,0.00018,0.004132
351,396,96,129,0,228,237,486,141,207,282,174,126,177,9,48,0,0,202.6,16955.84,240,180,204.3333333,24,0,,440,0.00702,0.00792,0.00192,0.00258,0,0.00456,0.00474,0.00972,0.00282,0.00414,0.00564,0.00348,0.00252,0.00354,0.00018,0.004052
354,528,177,63,0,228,219,582,156,183,69,180,157,189,9,57,0,0,206.2666667,26354.32889,208.5,233.25,193.7777778,28.5,0,,450,0.00708,0.01056,0.00354,0.00126,0,0.00456,0.00438,0.01164,0.00312,0.00366,0.00138,0.0036,0.00314,0.00378,0.00018,0.004125333
240,417,366,126,0,111,273,393,156,129,78,175,225,270,0,30,0,9,197.2666667,16007.92889,183,223.5,188.7777778,15,9,,460,0.0048,0.00834,0.00732,0.00252,0,0.00222,0.00546,0.00786,0.00312,0.00258,0.00156,0.0035,0.0045,0.0054,0,0.003945333
162,165,255,123,96,135,153,186,120,129,57,171,195,195,33,39,0,0,145,2957.6,142.5,162.75,137.6666667,19.5,0,,470,0.00324,0.0033,0.0051,0.00246,0.00192,0.0027,0.00306,0.00372,0.0024,0.00258,0.00114,0.00342,0.0039,0.0039,0.00066,0.0029
267,177,174,36,63,177,153,165,105,136,57,163,138,117,42,27,0,0,131.3333333,3682.088889,151.5,147.75,119.5555556,13.5,0,,480,0.00534,0.00354,0.00348,0.00072,0.00126,0.00354,0.00306,0.0033,0.0021,0.00272,0.00114,0.00326,0.00276,0.00234,0.00084,0.002626667
279,288,156,81,72,207,193,165,105,165,136,156,156,57,42,138,0,0,150.5333333,4981.048889,180,180.75,130.5555556,69,0,,490,0.00558,0.00576,0.00312,0.00162,0.00144,0.00414,0.00386,0.0033,0.0021,0.0033,0.00272,0.00312,0.00312,0.00114,0.00084,0.003010667
279,333,153,84,81,117,282,193,94,195,93,99,156,171,129,129,0,0,163.9333333,5908.995556,181.5,171,156.8888889,64.5,0,,500,0.00558,0.00666,0.00306,0.00168,0.00162,0.00234,0.00564,0.00386,0.00188,0.0039,0.00186,0.00198,0.00312,0.00342,0.00258,0.003278667
249,342,144,111,84,258,387,261,39,192,78,42,156,105,27,9,0,0,165,11832,180,207,143,4.5,0,,510,0.00498,0.00684,0.00288,0.00222,0.00168,0.00516,0.00774,0.00522,0.00078,0.00384,0.00156,0.00084,0.00312,0.0021,0.00054,0.0033
162,372,102,129,144,177,366,273,39,123,90,57,120,69,60,78,0,30,152.2,10367.36,145.5,198.75,133,39,30,,520,0.00324,0.00744,0.00204,0.00258,0.00288,0.00354,0.00732,0.00546,0.00078,0.00246,0.0018,0.00114,0.0024,0.00138,0.0012,0.003044
240,258,315,39,420,162,264,246,34,123,69,72,63,99,60,0,0,30,164.2666667,13107.52889,139.5,288.75,114.4444444,0,30,,530,0.0048,0.00516,0.0063,0.00078,0.0084,0.00324,0.00528,0.00492,0.00068,0.00246,0.00138,0.00144,0.00126,0.00198,0.0012,0.003285333
336,126,309,96,231,171,264,108,90,130,69,60,111,144,18,27,0,0,150.8666667,8184.115556,216,209.25,110.4444444,13.5,0,,540,0.00672,0.00252,0.00618,0.00192,0.00462,0.00342,0.00528,0.00216,0.0018,0.0026,0.00138,0.0012,0.00222,0.00288,0.00036,0.003017333
264,198,93,96,141,123,190,108,90,123,49,48,81,105,18,66,0,0,115.1333333,3769.848889,180,138.75,90.22222222,33,0,,550,0.00528,0.00396,0.00186,0.00192,0.00282,0.00246,0.0038,0.00216,0.0018,0.00246,0.00098,0.00096,0.00162,0.0021,0.00036,0.002302667
159,153,84,21,162,78,378,145,75,168,84,33,81,129,30,69,0,0,118.6666667,7152.888889,90,119.25,124.7777778,34.5,0,,560,0.00318,0.00306,0.00168,0.00042,0.00324,0.00156,0.00756,0.0029,0.0015,0.00336,0.00168,0.00066,0.00162,0.00258,0.0006,0.002373333
183,123,105,9,75,192,570,192,63,138,63,18,109,195,39,9,0,9,138.2666667,17062.99556,96,123.75,154.1111111,4.5,9,,570,0.00366,0.00246,0.0021,0.00018,0.0015,0.00384,0.0114,0.00384,0.00126,0.00276,0.00126,0.00036,0.00218,0.0039,0.00078,0.002765333
183,132,84,18,72,240,255,108,63,90,18,45,108,228,9,18,0,9,110.2,6250.16,100.5,132,102.6666667,9,9,,580,0.00366,0.00264,0.00168,0.00036,0.00144,0.0048,0.0051,0.00216,0.00126,0.0018,0.00036,0.0009,0.00216,0.00456,0.00018,0.002204
144,90,426,36,63,75,135,138,73,90,36,72,111,216,9,18,0,0,114.2666667,9438.995556,90,163.5,97.77777778,9,0,,590,0.00288,0.0018,0.00852,0.00072,0.00126,0.0015,0.0027,0.00276,0.00146,0.0018,0.00072,0.00144,0.00222,0.00432,0.00018,0.002285333
144,171,345,135,63,84,135,225,72,114,36,130,99,168,18,9,0,0,129.2666667,6078.595556,139.5,165.75,110.7777778,4.5,0,,600,0.00288,0.00342,0.0069,0.0027,0.00126,0.00168,0.0027,0.0045,0.00144,0.00228,0.00072,0.0026,0.00198,0.00336,0.00036,0.002585333
87,120,9,183,220,45,99,225,72,102,27,189,111,87,0,39,0,0,105.0666667,4848.862222,135,98.5,101.3333333,19.5,0,,610,0.00174,0.0024,0.00018,0.00366,0.0044,0.0009,0.00198,0.0045,0.00144,0.00204,0.00054,0.00378,0.00222,0.00174,0,0.002101333
96,180,96,129,105,45,117,199,72,57,9,105,111,9,57,150,0,0,92.46666667,2716.782222,112.5,106.5,81.77777778,75,0,,620,0.00192,0.0036,0.00192,0.00258,0.0021,0.0009,0.00234,0.00398,0.00144,0.00114,0.00018,0.0021,0.00222,0.00018,0.00114,0.001849333
204,219,102,99,39,9,144,189,51,72,18,21,115,60,0,120,0,0,89.46666667,4876.782222,151.5,92.25,74.44444444,60,0,,630,0.00408,0.00438,0.00204,0.00198,0.00078,0.00018,0.00288,0.00378,0.00102,0.00144,0.00036,0.00042,0.0023,0.0012,0,0.001789333
144,162,75,60,18,30,72,168,51,84,132,217,54,105,81,27,0,0,96.86666667,2984.115556,102,71.25,107.1111111,13.5,0,,640,0.00288,0.00324,0.0015,0.0012,0.00036,0.0006,0.00144,0.00336,0.00102,0.00168,0.00264,0.00434,0.00108,0.0021,0.00162,0.001937333
72,264,96,45,96,57,54,297,51,84,114,414,63,147,90,96,0,0,129.6,11033.04,58.5,128.25,146,48,0,,650,0.00144,0.00528,0.00192,0.0009,0.00192,0.00114,0.00108,0.00594,0.00102,0.00168,0.00228,0.00828,0.00126,0.00294,0.0018,0.002592
120,249,96,27,105,27,54,288,60,96,114,222,63,84,9,18,0,0,107.6,6433.04,73.5,119.25,110,9,0,,660,0.0024,0.00498,0.00192,0.00054,0.0021,0.00054,0.00108,0.00576,0.0012,0.00192,0.00228,0.00444,0.00126,0.00168,0.00018,0.002152
90,225,96,150,36,27,129,288,60,84,115,30,27,51,9,18,0,0,94.46666667,5758.915556,120,96,88.11111111,9,0,,670,0.0018,0.0045,0.00192,0.003,0.00072,0.00054,0.00258,0.00576,0.0012,0.00168,0.0023,0.0006,0.00054,0.00102,0.00018,0.001889333
90,114,72,75,9,18,192,193,63,108,54,67,27,72,18,9,0,0,78.13333333,2941.715556,82.5,53.25,88.22222222,4.5,0,,680,0.0018,0.00228,0.00144,0.0015,0.00018,0.00036,0.00384,0.00386,0.00126,0.00216,0.00108,0.00134,0.00054,0.00144,0.00036,0.001562667
120,366,45,72,39,48,189,78,39,30,9,105,36,39,9,0,0,0,81.6,7849.44,96,124.5,59.33333333,0,0,,690,0.0024,0.00732,0.0009,0.00144,0.00078,0.00096,0.00378,0.00156,0.00078,0.0006,0.00018,0.0021,0.00072,0.00078,0.00018,0.001632
108,420,27,39,48,57,180,87,39,33,9,82,45,105,0,0,0,0,85.26666667,9949.662222,73.5,138,64.44444444,0,0,,700,0.00216,0.0084,0.00054,0.00078,0.00096,0.00114,0.0036,0.00174,0.00078,0.00066,0.00018,0.00164,0.0009,0.0021,0,0.001705333
120,72,114,9,168,117,162,144,33,33,39,60,72,18,0,39,0,0,77.4,2966.64,64.5,117.75,62.33333333,19.5,0,,710,0.0024,0.00144,0.00228,0.00018,0.00336,0.00234,0.00324,0.00288,0.00066,0.00066,0.00078,0.0012,0.00144,0.00036,0,0.001548
69,183,267,21,168,66,162,249,156,45,39,34,141,42,0,57,0,0,109.4666667,6782.915556,45,171,96.44444444,28.5,0,,720,0.00138,0.00366,0.00534,0.00042,0.00336,0.00132,0.00324,0.00498,0.00312,0.0009,0.00078,0.00068,0.00282,0.00084,0,0.002189333
81,159,132,159,36,54,177,249,156,120,61,9,132,105,9,18,0,0,109.2666667,4271.262222,120,95.25,113.1111111,9,0,,730,0.00162,0.00318,0.00264,0.00318,0.00072,0.00108,0.00354,0.00498,0.00312,0.0024,0.00122,0.00018,0.00264,0.0021,0.00018,0.002185333
60,201,72,147,84,27,192,169,78,93,36,42,132,189,9,0,0,0,102.0666667,3917.262222,103.5,96,104.4444444,0,0,,740,0.0012,0.00402,0.00144,0.00294,0.00168,0.00054,0.00384,0.00338,0.00156,0.00186,0.00072,0.00084,0.00264,0.00378,0.00018,0.002041333
39,93,84,339,129,27,63,66,33,108,27,75,84,75,9,0,0,0,83.4,5691.84,189,83.25,60,0,0,,750,0.00078,0.00186,0.00168,0.00678,0.00258,0.00054,0.00126,0.00132,0.00066,0.00216,0.00054,0.0015,0.00168,0.0015,0.00018,0.001668
84,51,93,72,45,39,156,27,33,18,51,46,18,63,18,9,0,0,54.26666667,1244.995556,78,57,47.77777778,4.5,0,,760,0.00168,0.00102,0.00186,0.00144,0.0009,0.00078,0.00312,0.00054,0.00066,0.00036,0.00102,0.00092,0.00036,0.00126,0.00036,0.001085333
165,81,66,9,87,69,138,111,63,18,51,18,63,48,18,9,0,0,67,1893.2,87,75.75,58.66666667,4.5,0,,770,0.0033,0.00162,0.00132,0.00018,0.00174,0.00138,0.00276,0.00222,0.00126,0.00036,0.00102,0.00036,0.00126,0.00096,0.00036,0.00134
93,168,108,0,18,72,138,141,51,37,51,18,18,87,0,0,0,0,66.66666667,2739.422222,46.5,91.5,60.11111111,0,0,,780,0.00186,0.00336,0.00216,0,0.00036,0.00144,0.00276,0.00282,0.00102,0.00074,0.00102,0.00036,0.00036,0.00174,0,0.001333333
39,321,69,30,9,51,91,141,51,45,30,18,18,108,9,18,0,0,68.66666667,5883.955556,34.5,112.5,56.77777778,9,0,,790,0.00078,0.00642,0.00138,0.0006,0.00018,0.00102,0.00182,0.00282,0.00102,0.0009,0.0006,0.00036,0.00036,0.00216,0.00018,0.001373333
57,135,27,72,9,93,27,123,39,18,0,9,18,84,9,0,0,0,48,1786.8,64.5,66,36.33333333,0,0,,800,0.00114,0.0027,0.00054,0.00144,0.00018,0.00186,0.00054,0.00246,0.00078,0.00036,0,0.00018,0.00036,0.00168,0.00018,0.00096
27,99,36,21,9,60,54,99,18,0,9,0,18,54,18,0,0,0,34.8,964.56,24,51,30,0,0,,810,0.00054,0.00198,0.00072,0.00042,0.00018,0.0012,0.00108,0.00198,0.00036,0,0.00018,0,0.00036,0.00108,0.00036,0.000696
9,9,48,33,0,9,168,117,18,18,84,30,36,51,18,0,0,0,43.2,2025.36,21,16.5,60,0,0,,820,0.00018,0.00018,0.00096,0.00066,0,0.00018,0.00336,0.00234,0.00036,0.00036,0.00168,0.0006,0.00072,0.00102,0.00036,0.000864
9,21,60,33,9,75,177,123,28,18,30,60,36,42,54,0,0,0,51.66666667,1927.822222,21,41.25,63.11111111,0,0,,830,0.00018,0.00042,0.0012,0.00066,0.00018,0.0015,0.00354,0.00246,0.00056,0.00036,0.0006,0.0012,0.00072,0.00084,0.00108,0.001033333
21,57,84,75,27,78,177,102,18,24,30,34,18,87,78,9,0,9,60.66666667,1776.222222,48,61.5,63.11111111,4.5,9,,840,0.00042,0.00114,0.00168,0.0015,0.00054,0.00156,0.00354,0.00204,0.00036,0.00048,0.0006,0.00068,0.00036,0.00174,0.00156,0.001213333
42,57,54,51,57,78,129,102,18,105,19,9,36,141,54,9,0,18,63.46666667,1491.448889,46.5,61.5,68.11111111,4.5,18,,850,0.00084,0.00114,0.00108,0.00102,0.00114,0.00156,0.00258,0.00204,0.00036,0.0021,0.00038,0.00018,0.00072,0.00282,0.00108,0.001269333
81,39,36,9,57,39,54,81,13,117,66,4,36,87,21,0,0,9,49.33333333,982.3555556,45,42.75,53.22222222,0,9,,860,0.00162,0.00078,0.00072,0.00018,0.00114,0.00078,0.00108,0.00162,0.00026,0.00234,0.00132,0.00008,0.00072,0.00174,0.00042,0.000986667
132,63,57,9,132,39,18,39,21,30,120,0,55,51,9,9,0,0,51.66666667,1794.622222,70.5,72.75,38.11111111,4.5,0,,870,0.00264,0.00126,0.00114,0.00018,0.00264,0.00078,0.00036,0.00078,0.00042,0.0006,0.0024,0,0.0011,0.00102,0.00018,0.001033333
150,18,9,18,204,75,36,39,21,9,75,4,84,60,0,9,0,0,53.46666667,3148.382222,84,76.5,36.44444444,4.5,0,,880,0.003,0.00036,0.00018,0.00036,0.00408,0.0015,0.00072,0.00078,0.00042,0.00018,0.0015,0.00008,0.00168,0.0012,0,0.001069333
237,18,54,9,90,63,18,27,27,9,30,9,66,18,45,0,0,0,48,3103.2,123,56.25,27.66666667,0,0,,890,0.00474,0.00036,0.00108,0.00018,0.0018,0.00126,0.00036,0.00054,0.00054,0.00018,0.0006,0.00018,0.00132,0.00036,0.0009,0.00096
207,51,90,18,18,54,18,39,0,15,30,4,27,27,45,0,0,0,42.86666667,2401.315556,112.5,53.25,22.77777778,0,0,,900,0.00414,0.00102,0.0018,0.00036,0.00036,0.00108,0.00036,0.00078,0,0.0003,0.0006,0.00008,0.00054,0.00054,0.0009,0.000857333
