S-01,S-02,S-03,S-04,S-05,S-06,S-07,S-08,S-09,S-10,S-11,S-12,S-13,S-15,S-16,S-17,S-18,S-19,Average,Variance
1203.5,170,618.5,673.5,612,2276,683.1666667,741,354.1666667,319,274.6666667,248.8333333,278.5,154.5,1.5,16,0,12,479.8240741,408152.1141
1202.4,185,609.2,669.2,627.2,2226.8,676.9333333,725.8,367.9333333,321.8,274.5333333,247.8666667,286.4,157,1.8,13.4,0,10.2,477.9703704,390643.0033
1201.3,200,599.9,664.9,642.4,2177.6,670.7,710.6,381.7,324.6,274.4,246.9,294.3,159.5,2.1,10.8,0,8.4,476.1166667,373133.8924
1200.2,215,590.6,660.6,657.6,2128.4,664.4666667,695.4,395.4666667,327.4,274.2666667,245.9333333,302.2,162,2.4,8.2,0,6.6,474.262963,355624.7816
1199.1,230,581.3,656.3,672.8,2079.2,658.2333333,680.2,409.2333333,330.2,274.1333333,244.9666667,310.1,164.5,2.7,5.6,0,4.8,472.4092593,338115.6708
1198,245,572,652,688,2030,652,665,423,333,274,244,318,167,3,3,0,3,470.5555556,320606.56
1160.3,247.8,575,628.4,670.9,2051.2,666.3,659.6,423.5,339.0333333,278.4666667,245.1,333.8,185.7,3,3,0.3,2.7,470.7833333,318589.8015
1122.6,250.6,578,604.8,653.8,2072.4,680.6,654.2,424,345.0666667,282.9333333,246.2,349.6,204.4,3,3,0.6,2.4,471.0111111,316573.043
1084.9,253.4,581,581.2,636.7,2093.6,694.9,648.8,424.5,351.1,287.4,247.3,365.4,223.1,3,3,0.9,2.1,471.2388889,314556.2844
1047.2,256.2,584,557.6,619.6,2114.8,709.2,643.4,425,357.1333333,291.8666667,248.4,381.2,241.8,3,3,1.2,1.8,471.4666667,312539.5259
1009.5,259,587,534,602.5,2136,723.5,638,425.5,363.1666667,296.3333333,249.5,397,260.5,3,3,1.5,1.5,471.6944444,310522.7674
971.8,261.8,590,510.4,585.4,2157.2,737.8,632.6,426,369.2,300.8,250.6,412.8,279.2,3,3,1.8,1.2,471.9222222,308506.0089
934.1,264.6,593,486.8,568.3,2178.4,752.1,627.2,426.5,375.2333333,305.2666667,251.7,428.6,297.9,3,3,2.1,0.9,472.15,306489.2504
896.4,267.4,596,463.2,551.2,2199.6,766.4,621.8,427,381.2666667,309.7333333,252.8,444.4,316.6,3,3,2.4,0.6,472.3777778,304472.4919
858.7,270.2,599,439.6,534.1,2220.8,780.7,616.4,427.5,387.3,314.2,253.9,460.2,335.3,3,3,2.7,0.3,472.6055556,302455.7333
821,273,602,416,517,2242,795,611,428,393.3333333,318.6666667,255,476,354,3,3,3,0,472.8333333,300438.9748
805.8,295.1,597,403.8,512,2160.4,782.3,609.4333333,430.0333333,395.8,315.9,256.2,491.8,362.5,2.7,5.7,3,0,468.3037037,281228.2921
790.6,317.2,592,391.6,507,2078.8,769.6,607.8666667,432.0666667,398.2666667,313.1333333,257.4,507.6,371,2.4,8.4,3,0,463.7740741,262017.6095
775.4,339.3,587,379.4,502,1997.2,756.9,606.3,434.1,400.7333333,310.3666667,258.6,523.4,379.5,2.1,11.1,3,0,459.2444444,242806.9268
760.2,361.4,582,367.2,497,1915.6,744.2,604.7333333,436.1333333,403.2,307.6,259.8,539.2,388,1.8,13.8,3,0,454.7148148,223596.2441
745,383.5,577,355,492,1834,731.5,603.1666667,438.1666667,405.6666667,304.8333333,261,555,396.5,1.5,16.5,3,0,450.1851852,204385.5615
729.8,405.6,572,342.8,487,1752.4,718.8,601.6,440.2,408.1333333,302.0666667,262.2,570.8,405,1.2,19.2,3,0,445.6555556,185174.8788
714.6,427.7,567,330.6,482,1670.8,706.1,600.0333333,442.2333333,410.6,299.3,263.4,586.6,413.5,0.9,21.9,3,0,441.1259259,165964.1961
699.4,449.8,562,318.4,477,1589.2,693.4,598.4666667,444.2666667,413.0666667,296.5333333,264.6,602.4,422,0.6,24.6,3,0,436.5962963,146753.5135
684.2,471.9,557,306.2,472,1507.6,680.7,596.9,446.3,415.5333333,293.7666667,265.8,618.2,430.5,0.3,27.3,3,0,432.0666667,127542.8308
669,494,552,294,467,1426,668,595.3333333,448.3333333,418,291,267,634,439,0,30,3,0,427.537037,108332.1481
675.5,510,546.8,296.9,453.9,1377.7,654.5,601.6,452.2,425.1,284.2,265.4333333,620.2666667,433.2,0,28.7,2.7,0.3,423.8333333,103644.0436
682,526,541.6,299.8,440.8,1329.4,641,607.8666667,456.0666667,432.2,277.4,263.8666667,606.5333333,427.4,0,27.4,2.4,0.6,420.1296296,98955.93896
688.5,542,536.4,302.7,427.7,1281.1,627.5,614.1333333,459.9333333,439.3,270.6,262.3,592.8,421.6,0,26.1,2.1,0.9,416.4259259,94267.83437
695,558,531.2,305.6,414.6,1232.8,614,620.4,463.8,446.4,263.8,260.7333333,579.0666667,415.8,0,24.8,1.8,1.2,412.7222222,89579.72978
701.5,574,526,308.5,401.5,1184.5,600.5,626.6666667,467.6666667,453.5,257,259.1666667,565.3333333,410,0,23.5,1.5,1.5,409.0185185,84891.62519
708,590,520.8,311.4,388.4,1136.2,587,632.9333333,471.5333333,460.6,250.2,257.6,551.6,404.2,0,22.2,1.2,1.8,405.3148148,80203.52059
714.5,606,515.6,314.3,375.3,1087.9,573.5,639.2,475.4,467.7,243.4,256.0333333,537.8666667,398.4,0,20.9,0.9,2.1,401.6111111,75515.416
721,622,510.4,317.2,362.2,1039.6,560,645.4666667,479.2666667,474.8,236.6,254.4666667,524.1333333,392.6,0,19.6,0.6,2.4,397.9074074,70827.31141
727.5,638,505.2,320.1,349.1,991.3,546.5,651.7333333,483.1333333,481.9,229.8,252.9,510.4,386.8,0,18.3,0.3,2.7,394.2037037,66139.20681
734,654,500,323,336,943,533,658,487,489,223,251.3333333,496.6666667,381,0,17,0,3,390.5,61451.10222
721.7,644.7,504.1,322.5,333,930.1,530.9,633.6,483.1,490.6333333,232.7,249.8,496.9,397.4,0,15.9,0.3,3,388.3518519,60045.70519
709.4,635.4,508.2,322,330,917.2,528.8,609.2,479.2,492.2666667,242.4,248.2666667,497.1333333,413.8,0,14.8,0.6,3,386.2037037,58640.30815
697.1,626.1,512.3,321.5,327,904.3,526.7,584.8,475.3,493.9,252.1,246.7333333,497.3666667,430.2,0,13.7,0.9,3,384.0555556,57234.91111
684.8,616.8,516.4,321,324,891.4,524.6,560.4,471.4,495.5333333,261.8,245.2,497.6,446.6,0,12.6,1.2,3,381.9074074,55829.51407
672.5,607.5,520.5,320.5,321,878.5,522.5,536,467.5,497.1666667,271.5,243.6666667,497.8333333,463,0,11.5,1.5,3,379.7592593,54424.11704
660.2,598.2,524.6,320,318,865.6,520.4,511.6,463.6,498.8,281.2,242.1333333,498.0666667,479.4,0,10.4,1.8,3,377.6111111,53018.72
647.9,588.9,528.7,319.5,315,852.7,518.3,487.2,459.7,500.4333333,290.9,240.6,498.3,495.8,0,9.3,2.1,3,375.462963,51613.32296
635.6,579.6,532.8,319,312,839.8,516.2,462.8,455.8,502.0666667,300.6,239.0666667,498.5333333,512.2,0,8.2,2.4,3,373.3148148,50207.92593
623.3,570.3,536.9,318.5,309,826.9,514.1,438.4,451.9,503.7,310.3,237.5333333,498.7666667,528.6,0,7.1,2.7,3,371.1666667,48802.52889
611,561,541,318,306,814,512,414,448,505.3333333,320,236,499,545,0,6,3,3,369.0185185,47397.13185
601.4,565.3,528.4,316.5,312.3,794.9,507.7,408.4,449.6,503.3666667,323.9333333,234.9666667,496.2,544.9,0,6,4.1,2.7,366.7037037,45699.07259
591.8,569.6,515.8,315,318.6,775.8,503.4,402.8,451.2,501.4,327.8666667,233.9333333,493.4,544.8,0,6,5.2,2.4,364.3888889,44001.01333
582.2,573.9,503.2,313.5,324.9,756.7,499.1,397.2,452.8,499.4333333,331.8,232.9,490.6,544.7,0,6,6.3,2.1,362.0740741,42302.95407
572.6,578.2,490.6,312,331.2,737.6,494.8,391.6,454.4,497.4666667,335.7333333,231.8666667,487.8,544.6,0,6,7.4,1.8,359.7592593,40604.89481
563,582.5,478,310.5,337.5,718.5,490.5,386,456,495.5,339.6666667,230.8333333,485,544.5,0,6,8.5,1.5,357.4444444,38906.83556
553.4,586.8,465.4,309,343.8,699.4,486.2,380.4,457.6,493.5333333,343.6,229.8,482.2,544.4,0,6,9.6,1.2,355.1296296,37208.7763
543.8,591.1,452.8,307.5,350.1,680.3,481.9,374.8,459.2,491.5666667,347.5333333,228.7666667,479.4,544.3,0,6,10.7,0.9,352.8148148,35510.71704
534.2,595.4,440.2,306,356.4,661.2,477.6,369.2,460.8,489.6,351.4666667,227.7333333,476.6,544.2,0,6,11.8,0.6,350.5,33812.65778
524.6,599.7,427.6,304.5,362.7,642.1,473.3,363.6,462.4,487.6333333,355.4,226.7,473.8,544.1,0,6,12.9,0.3,348.1851852,32114.59852
515,604,415,303,369,623,469,358,464,485.6666667,359.3333333,225.6666667,471,544,0,6,14,0,345.8703704,30416.53926
517.1,605.1,406.1,297.9,371.3,618.7,467.1,364.3333333,457.2333333,488.5666667,366.9,224.7,467.7,537.7,0,5.4,13.7,0,344.9740741,30256.58104
519.2,606.2,397.2,292.8,373.6,614.4,465.2,370.6666667,450.4666667,491.4666667,374.4666667,223.7333333,464.4,531.4,0,4.8,13.4,0,344.0777778,30096.62281
521.3,607.3,388.3,287.7,375.9,610.1,463.3,377,443.7,494.3666667,382.0333333,222.7666667,461.1,525.1,0,4.2,13.1,0,343.1814815,29936.66459
523.4,608.4,379.4,282.6,378.2,605.8,461.4,383.3333333,436.9333333,497.2666667,389.6,221.8,457.8,518.8,0,3.6,12.8,0,342.2851852,29776.70637
525.5,609.5,370.5,277.5,380.5,601.5,459.5,389.6666667,430.1666667,500.1666667,397.1666667,220.8333333,454.5,512.5,0,3,12.5,0,341.3888889,29616.74815
527.6,610.6,361.6,272.4,382.8,597.2,457.6,396,423.4,503.0666667,404.7333333,219.8666667,451.2,506.2,0,2.4,12.2,0,340.4925926,29456.78993
529.7,611.7,352.7,267.3,385.1,592.9,455.7,402.3333333,416.6333333,505.9666667,412.3,218.9,447.9,499.9,0,1.8,11.9,0,339.5962963,29296.8317
531.8,612.8,343.8,262.2,387.4,588.6,453.8,408.6666667,409.8666667,508.8666667,419.8666667,217.9333333,444.6,493.6,0,1.2,11.6,0,338.7,29136.87348
533.9,613.9,334.9,257.1,389.7,584.3,451.9,415,403.1,511.7666667,427.4333333,216.9666667,441.3,487.3,0,0.6,11.3,0,337.8037037,28976.91526
536,615,326,252,392,580,450,421.3333333,396.3333333,514.6666667,435,216,438,481,0,0,11,0,336.9074074,28816.95704
528.9,608.5,318.6,250.1,386.9,566.1,447.8333333,430.1,395.6,503.0666667,431.1666667,216.2,433.5333333,481.8,0,0,10.2,0.7,333.85,28581.17659
521.8,602,311.2,248.2,381.8,552.2,445.6666667,438.8666667,394.8666667,491.4666667,427.3333333,216.4,429.0666667,482.6,0,0,9.4,1.4,330.7925926,28345.39615
514.7,595.5,303.8,246.3,376.7,538.3,443.5,447.6333333,394.1333333,479.8666667,423.5,216.6,424.6,483.4,0,0,8.6,2.1,327.7351852,28109.6157
507.6,589,296.4,244.4,371.6,524.4,441.3333333,456.4,393.4,468.2666667,419.6666667,216.8,420.1333333,484.2,0,0,7.8,2.8,324.6777778,27873.83526
500.5,582.5,289,242.5,366.5,510.5,439.1666667,465.1666667,392.6666667,456.6666667,415.8333333,217,415.6666667,485,0,0,7,3.5,321.6203704,27638.05481
493.4,576,281.6,240.6,361.4,496.6,437,473.9333333,391.9333333,445.0666667,412,217.2,411.2,485.8,0,0,6.2,4.2,318.562963,27402.27437
486.3,569.5,274.2,238.7,356.3,482.7,434.8333333,482.7,391.2,433.4666667,408.1666667,217.4,406.7333333,486.6,0,0,5.4,4.9,315.5055556,27166.49393
479.2,563,266.8,236.8,351.2,468.8,432.6666667,491.4666667,390.4666667,421.8666667,404.3333333,217.6,402.2666667,487.4,0,0,4.6,5.6,312.4481482,26930.71348
472.1,556.5,259.4,234.9,346.1,454.9,430.5,500.2333333,389.7333333,410.2666667,400.5,217.8,397.8,488.2,0,0,3.8,6.3,309.3907407,26694.93304
465,550,252,233,341,441,428.3333333,509,389,398.6666667,396.6666667,218,393.3333333,489,0,0,3,7,306.3333333,26459.15259
463.1,553.9,258.1,223.9,348.6,432.6,424.6,508.1333333,383.2666667,385.8,385,218.3,389.2,483.2,0,1.7,3,7.6,303.8888889,26499.27259
461.2,557.8,264.2,214.8,356.2,424.2,420.8666667,507.2666667,377.5333333,372.9333333,373.3333333,218.6,385.0666667,477.4,0,3.4,3,8.2,301.4444444,26539.39259
459.3,561.7,270.3,205.7,363.8,415.8,417.1333333,506.4,371.8,360.0666667,361.6666667,218.9,380.9333333,471.6,0,5.1,3,8.8,299,26579.51259
457.4,565.6,276.4,196.6,371.4,407.4,413.4,505.5333333,366.0666667,347.2,350,219.2,376.8,465.8,0,6.8,3,9.4,296.5555556,26619.63259
455.5,569.5,282.5,187.5,379,399,409.6666667,504.6666667,360.3333333,334.3333333,338.3333333,219.5,372.6666667,460,0,8.5,3,10,294.1111111,26659.75259
453.6,573.4,288.6,178.4,386.6,390.6,405.9333333,503.8,354.6,321.4666667,326.6666667,219.8,368.5333333,454.2,0,10.2,3,10.6,291.6666667,26699.87259
451.7,577.3,294.7,169.3,394.2,382.2,402.2,502.9333333,348.8666667,308.6,315,220.1,364.4,448.4,0,11.9,3,11.2,289.2222222,26739.99259
449.8,581.2,300.8,160.2,401.8,373.8,398.4666667,502.0666667,343.1333333,295.7333333,303.3333333,220.4,360.2666667,442.6,0,13.6,3,11.8,286.7777778,26780.11259
447.9,585.1,306.9,151.1,409.4,365.4,394.7333333,501.2,337.4,282.8666667,291.6666667,220.7,356.1333333,436.8,0,15.3,3,12.4,284.3333333,26820.23259
446,589,313,142,417,357,391,500.3333333,331.6666667,270,280,221,352,431,0,17,3,13,281.8888889,26860.35259
442.4,571.2,313.7,142.1,402.7,351.7,378.9,485.9,330.5,266.5,280.8,221.1666667,346.3666667,436.4,0,17,2.7,12.3,277.9074074,26232.76622
438.8,553.4,314.4,142.2,388.4,346.4,366.8,471.4666667,329.3333333,263,281.6,221.3333333,340.7333333,441.8,0,17,2.4,11.6,273.9259259,25605.17985
435.2,535.6,315.1,142.3,374.1,341.1,354.7,457.0333333,328.1666667,259.5,282.4,221.5,335.1,447.2,0,17,2.1,10.9,269.9444444,24977.59348
431.6,517.8,315.8,142.4,359.8,335.8,342.6,442.6,327,256,283.2,221.6666667,329.4666667,452.6,0,17,1.8,10.2,265.962963,24350.00711
428,500,316.5,142.5,345.5,330.5,330.5,428.1666667,325.8333333,252.5,284,221.8333333,323.8333333,458,0,17,1.5,9.5,261.9814815,23722.42074
424.4,482.2,317.2,142.6,331.2,325.2,318.4,413.7333333,324.6666667,249,284.8,222,318.2,463.4,0,17,1.2,8.8,258,23094.83437
420.8,464.4,317.9,142.7,316.9,319.9,306.3,399.3,323.5,245.5,285.6,222.1666667,312.5666667,468.8,0,17,0.9,8.1,254.0185185,22467.248
417.2,446.6,318.6,142.8,302.6,314.6,294.2,384.8666667,322.3333333,242,286.4,222.3333333,306.9333333,474.2,0,17,0.6,7.4,250.037037,21839.66163
413.6,428.8,319.3,142.9,288.3,309.3,282.1,370.4333333,321.1666667,238.5,287.2,222.5,301.3,479.6,0,17,0.3,6.7,246.0555556,21212.07526
410,411,320,143,274,304,270,356,320,235,288,222.6666667,295.6666667,485,0,17,0,6,242.0740741,20584.48889
411.4,405.4,317.8,147.3,268.2,314,266.1,355,323.1,231.9666667,285.4,222.9,293.3,487.4333333,0,16.3,0,5.4,241.7222222,20476.22578
412.8,399.8,315.6,151.6,262.4,324,262.2,354,326.2,228.9333333,282.8,223.1333333,290.9333333,489.8666667,0,15.6,0,4.8,241.3703704,20367.96267
414.2,394.2,313.4,155.9,256.6,334,258.3,353,329.3,225.9,280.2,223.3666667,288.5666667,492.3,0,14.9,0,4.2,241.0185185,20259.69956
415.6,388.6,311.2,160.2,250.8,344,254.4,352,332.4,222.8666667,277.6,223.6,286.2,494.7333333,0,14.2,0,3.6,240.6666667,20151.43644
417,383,309,164.5,245,354,250.5,351,335.5,219.8333333,275,223.8333333,283.8333333,497.1666667,0,13.5,0,3,240.3148148,20043.17333
418.4,377.4,306.8,168.8,239.2,364,246.6,350,338.6,216.8,272.4,224.0666667,281.4666667,499.6,0,12.8,0,2.4,239.962963,19934.91022
419.8,371.8,304.6,173.1,233.4,374,242.7,349,341.7,213.7666667,269.8,224.3,279.1,502.0333333,0,12.1,0,1.8,239.6111111,19826.64711
421.2,366.2,302.4,177.4,227.6,384,238.8,348,344.8,210.7333333,267.2,224.5333333,276.7333333,504.4666667,0,11.4,0,1.2,239.2592593,19718.384
422.6,360.6,300.2,181.7,221.8,394,234.9,347,347.9,207.7,264.6,224.7666667,274.3666667,506.9,0,10.7,0,0.6,238.9074074,19610.12089
424,355,298,186,216,404,231,346,351,204.6666667,262,225,272,509.3333333,0,10,0,0,238.5555556,19501.85778
420.8,361.6,305.3,182.9333333,218.2,397.5,229.5333333,341.1,348.2,209.0333333,258.7,223.8,274.5,497.6,0,16.1,0,0,238.05,19226.896
417.6,368.2,312.6,179.8666667,220.4,391,228.0666667,336.2,345.4,213.4,255.4,222.6,277,485.8666667,0,22.2,0,0,237.5444445,18951.93422
414.4,374.8,319.9,176.8,222.6,384.5,226.6,331.3,342.6,217.7666667,252.1,221.4,279.5,474.1333333,0,28.3,0,0,237.0388889,18676.97244
411.2,381.4,327.2,173.7333333,224.8,378,225.1333333,326.4,339.8,222.1333333,248.8,220.2,282,462.4,0,34.4,0,0,236.5333333,18402.01067
408,388,334.5,170.6666667,227,371.5,223.6666667,321.5,337,226.5,245.5,219,284.5,450.6666667,0,40.5,0,0,236.0277778,18127.04889
404.8,394.6,341.8,167.6,229.2,365,222.2,316.6,334.2,230.8666667,242.2,217.8,287,438.9333333,0,46.6,0,0,235.5222222,17852.08711
401.6,401.2,349.1,164.5333333,231.4,358.5,220.7333333,311.7,331.4,235.2333333,238.9,216.6,289.5,427.2,0,52.7,0,0,235.0166667,17577.12533
398.4,407.8,356.4,161.4666667,233.6,352,219.2666667,306.8,328.6,239.6,235.6,215.4,292,415.4666667,0,58.8,0,0,234.5111111,17302.16356
395.2,414.4,363.7,158.4,235.8,345.5,217.8,301.9,325.8,243.9666667,232.3,214.2,294.5,403.7333333,0,64.9,0,0,234.0055556,17027.20178
392,421,371,155.3333333,238,339,216.3333333,297,323,248.3333333,229,213,297,392,0,71,0,0,233.5,16752.24
385.9,404.2,363.5,150.6666667,234.9,327.6,215.6,298.6,314.4333333,247.7,228.8,211.8,290.6,377.1,0,64.5,0,0,228.6611111,16079.99378
379.8,387.4,356,146,231.8,316.2,214.8666667,300.2,305.8666667,247.0666667,228.6,210.6,284.2,362.2,0,58,0,0,223.8222222,15407.74756
373.7,370.6,348.5,141.3333333,228.7,304.8,214.1333333,301.8,297.3,246.4333333,228.4,209.4,277.8,347.3,0,51.5,0,0,218.9833333,14735.50133
367.6,353.8,341,136.6666667,225.6,293.4,213.4,303.4,288.7333333,245.8,228.2,208.2,271.4,332.4,0,45,0,0,214.1444444,14063.25511
361.5,337,333.5,132,222.5,282,212.6666667,305,280.1666667,245.1666667,228,207,265,317.5,0,38.5,0,0,209.3055556,13391.00889
355.4,320.2,326,127.3333333,219.4,270.6,211.9333333,306.6,271.6,244.5333333,227.8,205.8,258.6,302.6,0,32,0,0,204.4666667,12718.76267
349.3,303.4,318.5,122.6666667,216.3,259.2,211.2,308.2,263.0333333,243.9,227.6,204.6,252.2,287.7,0,25.5,0,0,199.6277778,12046.51644
343.2,286.6,311,118,213.2,247.8,210.4666667,309.8,254.4666667,243.2666667,227.4,203.4,245.8,272.8,0,19,0,0,194.7888889,11374.27022
337.1,269.8,303.5,113.3333333,210.1,236.4,209.7333333,311.4,245.9,242.6333333,227.2,202.2,239.4,257.9,0,12.5,0,0,189.95,10702.024
331,253,296,108.6666667,207,225,209,313,237.3333333,242,227,201,233,243,0,6,0,0,185.1111111,10029.77778
338.2,259.1,288.5,109.7,205.2,231.4,209.9,315,230.6,238.7666667,223.9333333,202.5,230.2,245.6,0,6,0,0,185.2555556,10304.61037
345.4,265.2,281,110.7333333,203.4,237.8,210.8,317,223.8666667,235.5333333,220.8666667,204,227.4,248.2,0,6,0,0,185.4,10579.44296
352.6,271.3,273.5,111.7666667,201.6,244.2,211.7,319,217.1333333,232.3,217.8,205.5,224.6,250.8,0,6,0,0,185.5444444,10854.27556
359.8,277.4,266,112.8,199.8,250.6,212.6,321,210.4,229.0666667,214.7333333,207,221.8,253.4,0,6,0,0,185.6888889,11129.10815
367,283.5,258.5,113.8333333,198,257,213.5,323,203.6666667,225.8333333,211.6666667,208.5,219,256,0,6,0,0,185.8333333,11403.94074
374.2,289.6,251,114.8666667,196.2,263.4,214.4,325,196.9333333,222.6,208.6,210,216.2,258.6,0,6,0,0,185.9777778,11678.77333
381.4,295.7,243.5,115.9,194.4,269.8,215.3,327,190.2,219.3666667,205.5333333,211.5,213.4,261.2,0,6,0,0,186.1222222,11953.60593
388.6,301.8,236,116.9333333,192.6,276.2,216.2,329,183.4666667,216.1333333,202.4666667,213,210.6,263.8,0,6,0,0,186.2666667,12228.43852
395.8,307.9,228.5,117.9666667,190.8,282.6,217.1,331,176.7333333,212.9,199.4,214.5,207.8,266.4,0,6,0,0,186.4111111,12503.27111
403,314,221,119,189,289,218,333,170,209.6666667,196.3333333,216,205,269,0,6,0,0,186.5555556,12778.1037
395.4,318.1,231.7,117.7,191.9,288.1,217.3,334.8,167.5333333,206.8,194.2,217.5,208.6,268,0,6.6,0,0.3,186.9185185,13061.51052
387.8,322.2,242.4,116.4,194.8,287.2,216.6,336.6,165.0666667,203.9333333,192.0666667,219,212.2,267,0,7.2,0,0.6,187.2814815,13344.91733
380.2,326.3,253.1,115.1,197.7,286.3,215.9,338.4,162.6,201.0666667,189.9333333,220.5,215.8,266,0,7.8,0,0.9,187.6444444,13628.32415
372.6,330.4,263.8,113.8,200.6,285.4,215.2,340.2,160.1333333,198.2,187.8,222,219.4,265,0,8.4,0,1.2,188.0074074,13911.73096
365,334.5,274.5,112.5,203.5,284.5,214.5,342,157.6666667,195.3333333,185.6666667,223.5,223,264,0,9,0,1.5,188.3703704,14195.13778
357.4,338.6,285.2,111.2,206.4,283.6,213.8,343.8,155.2,192.4666667,183.5333333,225,226.6,263,0,9.6,0,1.8,188.7333333,14478.54459
349.8,342.7,295.9,109.9,209.3,282.7,213.1,345.6,152.7333333,189.6,181.4,226.5,230.2,262,0,10.2,0,2.1,189.0962963,14761.95141
342.2,346.8,306.6,108.6,212.2,281.8,212.4,347.4,150.2666667,186.7333333,179.2666667,228,233.8,261,0,10.8,0,2.4,189.4592593,15045.35822
334.6,350.9,317.3,107.3,215.1,280.9,211.7,349.2,147.8,183.8666667,177.1333333,229.5,237.4,260,0,11.4,0,2.7,189.8222222,15328.76504
327,355,328,106,218,280,211,351,145.3333333,181,175,231,241,259,0,12,0,3,190.1851852,15612.17185
318.5,352.1,326.2,105.1,214.4,273.2,211.7,352.5,150.6,178.5,162.8,224.0666667,240.0666667,255.1,0,11.7,0.3,2.7,187.7518519,15200.89067
310,349.2,324.4,104.2,210.8,266.4,212.4,354,155.8666667,176,150.6,217.1333333,239.1333333,251.2,0,11.4,0.6,2.4,185.3185185,14789.60948
301.5,346.3,322.6,103.3,207.2,259.6,213.1,355.5,161.1333333,173.5,138.4,210.2,238.2,247.3,0,11.1,0.9,2.1,182.8851852,14378.3283
293,343.4,320.8,102.4,203.6,252.8,213.8,357,166.4,171,126.2,203.2666667,237.2666667,243.4,0,10.8,1.2,1.8,180.4518519,13967.04711
284.5,340.5,319,101.5,200,246,214.5,358.5,171.6666667,168.5,114,196.3333333,236.3333333,239.5,0,10.5,1.5,1.5,178.0185185,13555.76593
276,337.6,317.2,100.6,196.4,239.2,215.2,360,176.9333333,166,101.8,189.4,235.4,235.6,0,10.2,1.8,1.2,175.5851852,13144.48474
267.5,334.7,315.4,99.7,192.8,232.4,215.9,361.5,182.2,163.5,89.6,182.4666667,234.4666667,231.7,0,9.9,2.1,0.9,173.1518519,12733.20356
