S-01,S-02,S-03,S-04,S-05,S-06,S-07,S-08,S-09,S-10,S-11,S-12,S-13,S-15,S-16,S-17,S-18,S-19,Average,Variance
259,331.8,313.6,98.8,189.2,225.6,216.6,363,187.4666667,161,77.4,175.5333333,233.5333333,227.8,0,9.6,2.4,0.6,170.7185185,12321.92237
250.5,328.9,311.8,97.9,185.6,218.8,217.3,364.5,192.7333333,158.5,65.2,168.6,232.6,223.9,0,9.3,2.7,0.3,168.2851852,11910.64119
242,326,310,97,182,212,218,366,198,156,53,161.6666667,231.6666667,220,0,9,3,0,165.8518519,11499.36
239.8,316.3,306.9,99.2,177.3,218.1,215,348.4,199.3,153.7333333,54.9,154.8,229.3,224.5,0,8.4,3,0.3,163.8462963,11376.78341
237.6,306.6,303.8,101.4,172.6,224.2,212,330.8,200.6,151.4666667,56.8,147.9333333,226.9333333,229,0,7.8,3,0.6,161.8407407,11254.20681
235.4,296.9,300.7,103.6,167.9,230.3,209,313.2,201.9,149.2,58.7,141.0666667,224.5666667,233.5,0,7.2,3,0.9,159.8351852,11131.63022
233.2,287.2,297.6,105.8,163.2,236.4,206,295.6,203.2,146.9333333,60.6,134.2,222.2,238,0,6.6,3,1.2,157.8296296,11009.05363
231,277.5,294.5,108,158.5,242.5,203,278,204.5,144.6666667,62.5,127.3333333,219.8333333,242.5,0,6,3,1.5,155.8240741,10886.47704
228.8,267.8,291.4,110.2,153.8,248.6,200,260.4,205.8,142.4,64.4,120.4666667,217.4666667,247,0,5.4,3,1.8,153.8185185,10763.90044
226.6,258.1,288.3,112.4,149.1,254.7,197,242.8,207.1,140.1333333,66.3,113.6,215.1,251.5,0,4.8,3,2.1,151.812963,10641.32385
224.4,248.4,285.2,114.6,144.4,260.8,194,225.2,208.4,137.8666667,68.2,106.7333333,212.7333333,256,0,4.2,3,2.4,149.8074074,10518.74726
222.2,238.7,282.1,116.8,139.7,266.9,191,207.6,209.7,135.6,70.1,99.86666667,210.3666667,260.5,0,3.6,3,2.7,147.8018519,10396.17067
220,229,279,119,135,273,188,190,211,133.3333333,72,93,208,265,0,3,3,3,145.7962963,10273.59407
221.7,226.8,268.6,114.1,143.4,273.8,185.8333333,188.3,210.2666667,128.0666667,74.2,95.53333333,203.4,257.1,0,3,2.7,3,144.4333333,10168.67259
223.4,224.6,258.2,109.2,151.8,274.6,183.6666667,186.6,209.5333333,122.8,76.4,98.06666667,198.8,249.2,0,3,2.4,3,143.0703704,10063.75111
225.1,222.4,247.8,104.3,160.2,275.4,181.5,184.9,208.8,117.5333333,78.6,100.6,194.2,241.3,0,3,2.1,3,141.7074074,9958.82963
226.8,220.2,237.4,99.4,168.6,276.2,179.3333333,183.2,208.0666667,112.2666667,80.8,103.1333333,189.6,233.4,0,3,1.8,3,140.3444444,9853.908148
228.5,218,227,94.5,177,277,177.1666667,181.5,207.3333333,107,83,105.6666667,185,225.5,0,3,1.5,3,138.9814815,9748.986667
230.2,215.8,216.6,89.6,185.4,277.8,175,179.8,206.6,101.7333333,85.2,108.2,180.4,217.6,0,3,1.2,3,137.6185185,9644.065185
231.9,213.6,206.2,84.7,193.8,278.6,172.8333333,178.1,205.8666667,96.46666667,87.4,110.7333333,175.8,209.7,0,3,0.9,3,136.2555556,9539.143704
233.6,211.4,195.8,79.8,202.2,279.4,170.6666667,176.4,205.1333333,91.2,89.6,113.2666667,171.2,201.8,0,3,0.6,3,134.8925926,9434.222222
235.3,209.2,185.4,74.9,210.6,280.2,168.5,174.7,204.4,85.93333333,91.8,115.8,166.6,193.9,0,3,0.3,3,133.5296296,9329.300741
237,207,175,70,219,281,166.3333333,173,203.6666667,80.66666667,94,118.3333333,162,186,0,3,0,3,132.1666667,9224.379259
241.6,208.6,173.5,76.5,217.5,276.3,166.7,173.0333333,203.2,84.5,91.1,120.9,161.9,174.4,0,2.7,1.1,2.7,132.012963,9171.812741
246.2,210.2,172,83,216,271.6,167.0666667,173.0666667,202.7333333,88.33333333,88.2,123.4666667,161.8,162.8,0,2.4,2.2,2.4,131.8592593,9119.246222
250.8,211.8,170.5,89.5,214.5,266.9,167.4333333,173.1,202.2666667,92.16666667,85.3,126.0333333,161.7,151.2,0,2.1,3.3,2.1,131.7055556,9066.679704
255.4,213.4,169,96,213,262.2,167.8,173.1333333,201.8,96,82.4,128.6,161.6,139.6,0,1.8,4.4,1.8,131.5518519,9014.113185
260,215,167.5,102.5,211.5,257.5,168.1666667,173.1666667,201.3333333,99.83333333,79.5,131.1666667,161.5,128,0,1.5,5.5,1.5,131.3981482,8961.546667
264.6,216.6,166,109,210,252.8,168.5333333,173.2,200.8666667,103.6666667,76.6,133.7333333,161.4,116.4,0,1.2,6.6,1.2,131.2444444,8908.980148
269.2,218.2,164.5,115.5,208.5,248.1,168.9,173.2333333,200.4,107.5,73.7,136.3,161.3,104.8,0,0.9,7.7,0.9,131.0907407,8856.41363
273.8,219.8,163,122,207,243.4,169.2666667,173.2666667,199.9333333,111.3333333,70.8,138.8666667,161.2,93.2,0,0.6,8.8,0.6,130.937037,8803.847111
278.4,221.4,161.5,128.5,205.5,238.7,169.6333333,173.3,199.4666667,115.1666667,67.9,141.4333333,161.1,81.6,0,0.3,9.9,0.3,130.7833333,8751.280593
283,223,160,135,204,234,170,173.3333333,199,119,65,144,161,70,0,0,11,0,130.6296296,8698.714074
278.4,233.9,160.4,132.5,201.1,235,167.3333333,177.8,195,117.9333333,67.6,141.2,156.7333333,80.5,0,0,9.9,0,130.85,8892.227259
273.8,244.8,160.8,130,198.2,236,164.6666667,182.2666667,191,116.8666667,70.2,138.4,152.4666667,91,0,0,8.8,0,131.0703704,9085.740444
269.2,255.7,161.2,127.5,195.3,237,162,186.7333333,187,115.8,72.8,135.6,148.2,101.5,0,0,7.7,0,131.2907407,9279.25363
264.6,266.6,161.6,125,192.4,238,159.3333333,191.2,183,114.7333333,75.4,132.8,143.9333333,112,0,0,6.6,0,131.5111111,9472.766815
260,277.5,162,122.5,189.5,239,156.6666667,195.6666667,179,113.6666667,78,130,139.6666667,122.5,0,0,5.5,0,131.7314815,9666.28
255.4,288.4,162.4,120,186.6,240,154,200.1333333,175,112.6,80.6,127.2,135.4,133,0,0,4.4,0,131.9518519,9859.793185
250.8,299.3,162.8,117.5,183.7,241,151.3333333,204.6,171,111.5333333,83.2,124.4,131.1333333,143.5,0,0,3.3,0,132.1722222,10053.30637
246.2,310.2,163.2,115,180.8,242,148.6666667,209.0666667,167,110.4666667,85.8,121.6,126.8666667,154,0,0,2.2,0,132.3925926,10246.81956
241.6,321.1,163.6,112.5,177.9,243,146,213.5333333,163,109.4,88.4,118.8,122.6,164.5,0,0,1.1,0,132.612963,10440.33274
237,332,164,110,175,244,143.3333333,218,159,108.3333333,91,116,118.3333333,175,0,0,0,0,132.8333333,10633.84593
229.7,328.5,161.2,104,172.3,239.1,140.4,220.9,157.0666667,107.5,99.7,113.3,121.2,168.3,0,1.3,0,0,131.3592593,10375.42104
222.4,325,158.4,98,169.6,234.2,137.4666667,223.8,155.1333333,106.6666667,108.4,110.6,124.0666667,161.6,0,2.6,0,0,129.8851852,10116.99615
215.1,321.5,155.6,92,166.9,229.3,134.5333333,226.7,153.2,105.8333333,117.1,107.9,126.9333333,154.9,0,3.9,0,0,128.4111111,9858.571259
207.8,318,152.8,86,164.2,224.4,131.6,229.6,151.2666667,105,125.8,105.2,129.8,148.2,0,5.2,0,0,126.937037,9600.14637
200.5,314.5,150,80,161.5,219.5,128.6666667,232.5,149.3333333,104.1666667,134.5,102.5,132.6666667,141.5,0,6.5,0,0,125.462963,9341.721481
193.2,311,147.2,74,158.8,214.6,125.7333333,235.4,147.4,103.3333333,143.2,99.8,135.5333333,134.8,0,7.8,0,0,123.9888889,9083.296593
185.9,307.5,144.4,68,156.1,209.7,122.8,238.3,145.4666667,102.5,151.9,97.1,138.4,128.1,0,9.1,0,0,122.5148148,8824.871704
178.6,304,141.6,62,153.4,204.8,119.8666667,241.2,143.5333333,101.6666667,160.6,94.4,141.2666667,121.4,0,10.4,0,0,121.0407407,8566.446815
171.3,300.5,138.8,56,150.7,199.9,116.9333333,244.1,141.6,100.8333333,169.3,91.7,144.1333333,114.7,0,11.7,0,0,119.5666667,8308.021926
164,297,136,50,148,195,114,247,139.6666667,100,178,89,147,108,0,13,0,0,118.0925926,8049.597037
163.5,295.9,137.2,52.1,151,193.5,114,245.6,133.6333333,97.8,182.3,87.4,148.1333333,105.3,0,14.3,0,0.7,117.9092593,8297.049481
163,294.8,138.4,54.2,154,192,114,244.2,127.6,95.6,186.6,85.8,149.2666667,102.6,0,15.6,0,1.4,117.7259259,8544.501926
162.5,293.7,139.6,56.3,157,190.5,114,242.8,121.5666667,93.4,190.9,84.2,150.4,99.9,0,16.9,0,2.1,117.5425926,8791.95437
162,292.6,140.8,58.4,160,189,114,241.4,115.5333333,91.2,195.2,82.6,151.5333333,97.2,0,18.2,0,2.8,117.3592593,9039.406815
161.5,291.5,142,60.5,163,187.5,114,240,109.5,89,199.5,81,152.6666667,94.5,0,19.5,0,3.5,117.1759259,9286.859259
161,290.4,143.2,62.6,166,186,114,238.6,103.4666667,86.8,203.8,79.4,153.8,91.8,0,20.8,0,4.2,116.9925926,9534.311704
160.5,289.3,144.4,64.7,169,184.5,114,237.2,97.43333333,84.6,208.1,77.8,154.9333333,89.1,0,22.1,0,4.9,116.8092593,9781.764148
160,288.2,145.6,66.8,172,183,114,235.8,91.4,82.4,212.4,76.2,156.0666667,86.4,0,23.4,0,5.6,116.6259259,10029.21659
159.5,287.1,146.8,68.9,175,181.5,114,234.4,85.36666667,80.2,216.7,74.6,157.2,83.7,0,24.7,0,6.3,116.4425926,10276.66904
159,286,148,71,178,180,114,233,79.33333333,78,221,73,158.3333333,81,0,26,0,7,116.2592593,10524.12148
154.1,276.9,145.9,75.6,173.8,178,111.9,247.9,78.2,79.1,211.6,71.4,154.2,82.7,0,25.6,0,7.3,115.2333333,10470.90133
149.2,267.8,143.8,80.2,169.6,176,109.8,262.8,77.06666667,80.2,202.2,69.8,150.0666667,84.4,0,25.2,0,7.6,114.2074074,10417.68119
144.3,258.7,141.7,84.8,165.4,174,107.7,277.7,75.93333333,81.3,192.8,68.2,145.9333333,86.1,0,24.8,0,7.9,113.1814815,10364.46104
139.4,249.6,139.6,89.4,161.2,172,105.6,292.6,74.8,82.4,183.4,66.6,141.8,87.8,0,24.4,0,8.2,112.1555556,10311.24089
134.5,240.5,137.5,94,157,170,103.5,307.5,73.66666667,83.5,174,65,137.6666667,89.5,0,24,0,8.5,111.1296296,10258.02074
129.6,231.4,135.4,98.6,152.8,168,101.4,322.4,72.53333333,84.6,164.6,63.4,133.5333333,91.2,0,23.6,0,8.8,110.1037037,10204.80059
124.7,222.3,133.3,103.2,148.6,166,99.3,337.3,71.4,85.7,155.2,61.8,129.4,92.9,0,23.2,0,9.1,109.0777778,10151.58044
119.8,213.2,131.2,107.8,144.4,164,97.2,352.2,70.26666667,86.8,145.8,60.2,125.2666667,94.6,0,22.8,0,9.4,108.0518519,10098.3603
114.9,204.1,129.1,112.4,140.2,162,95.1,367.1,69.13333333,87.9,136.4,58.6,121.1333333,96.3,0,22.4,0,9.7,107.0259259,10045.14015
110,195,127,117,136,160,93,382,68,89,127,57,117,98,0,22,0,10,106,9991.92
106.8,195,123.2,112.1,132.6,154.3,89.4,366.9,66.23333333,90.8,122.1333333,58.4,115.5,103.1,0,22,1.1,9.6,103.8425926,9429.208889
103.6,195,119.4,107.2,129.2,148.6,85.8,351.8,64.46666667,92.6,117.2666667,59.8,114,108.2,0,22,2.2,9.2,101.6851852,8866.497778
100.4,195,115.6,102.3,125.8,142.9,82.2,336.7,62.7,94.4,112.4,61.2,112.5,113.3,0,22,3.3,8.8,99.52777778,8303.786667
97.2,195,111.8,97.4,122.4,137.2,78.6,321.6,60.93333333,96.2,107.5333333,62.6,111,118.4,0,22,4.4,8.4,97.37037037,7741.075556
94,195,108,92.5,119,131.5,75,306.5,59.16666667,98,102.6666667,64,109.5,123.5,0,22,5.5,8,95.21296297,7178.364444
90.8,195,104.2,87.6,115.6,125.8,71.4,291.4,57.4,99.8,97.8,65.4,108,128.6,0,22,6.6,7.6,93.05555556,6615.653333
87.6,195,100.4,82.7,112.2,120.1,67.8,276.3,55.63333333,101.6,92.93333333,66.8,106.5,133.7,0,22,7.7,7.2,90.89814815,6052.942222
84.4,195,96.6,77.8,108.8,114.4,64.2,261.2,53.86666667,103.4,88.06666667,68.2,105,138.8,0,22,8.8,6.8,88.74074074,5490.231111
81.2,195,92.8,72.9,105.4,108.7,60.6,246.1,52.1,105.2,83.2,69.6,103.5,143.9,0,22,9.9,6.4,86.58333333,4927.52
78,195,89,68,102,103,57,231,50.33333333,107,78.33333333,71,102,149,0,22,11,6,84.42592593,4364.808889
79.7,190.5,86.8,63.1,105.7,111.3,56.4,231.8333333,48.53333333,104.9333333,75.4,72.5,108,147.7,0,22.6,11,5.7,84.53888889,4500.391704
81.4,186,84.6,58.2,109.4,119.6,55.8,232.6666667,46.73333333,102.8666667,72.46666667,74,114,146.4,0,23.2,11,5.4,84.65185186,4635.974519
83.1,181.5,82.4,53.3,113.1,127.9,55.2,233.5,44.93333333,100.8,69.53333333,75.5,120,145.1,0,23.8,11,5.1,84.76481481,4771.557333
84.8,177,80.2,48.4,116.8,136.2,54.6,234.3333333,43.13333333,98.73333333,66.6,77,126,143.8,0,24.4,11,4.8,84.87777778,4907.140148
86.5,172.5,78,43.5,120.5,144.5,54,235.1666667,41.33333333,96.66666667,63.66666667,78.5,132,142.5,0,25,11,4.5,84.99074074,5042.722963
88.2,168,75.8,38.6,124.2,152.8,53.4,236,39.53333333,94.6,60.73333333,80,138,141.2,0,25.6,11,4.2,85.1037037,5178.305778
89.9,163.5,73.6,33.7,127.9,161.1,52.8,236.8333333,37.73333333,92.53333333,57.8,81.5,144,139.9,0,26.2,11,3.9,85.21666666,5313.888593
91.6,159,71.4,28.8,131.6,169.4,52.2,237.6666667,35.93333333,90.46666667,54.86666667,83,150,138.6,0,26.8,11,3.6,85.32962963,5449.471407
93.3,154.5,69.2,23.9,135.3,177.7,51.6,238.5,34.13333333,88.4,51.93333333,84.5,156,137.3,0,27.4,11,3.3,85.44259259,5585.054222
95,150,67,19,139,186,51,239.3333333,32.33333333,86.33333333,49,86,162,136,0,28,11,3,85.55555555,5720.637037
94.6,141.5,63.7,22.6,138.7,183.8,51.13333333,238.6,35.7,84.4,47.6,82.3,160.2,128.9,0,26.1,9.9,2.7,84.02407407,5582.765037
94.2,133,60.4,26.2,138.4,181.6,51.26666667,237.8666667,39.06666667,82.46666667,46.2,78.6,158.4,121.8,0,24.2,8.8,2.4,82.4925926,5444.893037
93.8,124.5,57.1,29.8,138.1,179.4,51.4,237.1333333,42.43333333,80.53333333,44.8,74.9,156.6,114.7,0,22.3,7.7,2.1,80.96111111,5307.021037
93.4,116,53.8,33.4,137.8,177.2,51.53333333,236.4,45.8,78.6,43.4,71.2,154.8,107.6,0,20.4,6.6,1.8,79.42962963,5169.149037
93,107.5,50.5,37,137.5,175,51.66666667,235.6666667,49.16666667,76.66666667,42,67.5,153,100.5,0,18.5,5.5,1.5,77.89814815,5031.277037
92.6,99,47.2,40.6,137.2,172.8,51.8,234.9333333,52.53333333,74.73333333,40.6,63.8,151.2,93.4,0,16.6,4.4,1.2,76.36666666,4893.405037
92.2,90.5,43.9,44.2,136.9,170.6,51.93333333,234.2,55.9,72.8,39.2,60.1,149.4,86.3,0,14.7,3.3,0.9,74.83518519,4755.533037
91.8,82,40.6,47.8,136.6,168.4,52.06666667,233.4666667,59.26666667,70.86666667,37.8,56.4,147.6,79.2,0,12.8,2.2,0.6,73.30370371,4617.661037
91.4,73.5,37.3,51.4,136.3,166.2,52.2,232.7333333,62.63333333,68.93333333,36.4,52.7,145.8,72.1,0,10.9,1.1,0.3,71.77222222,4479.789037
91,65,34,55,136,164,52.33333333,232,66,67,35,49,144,65,0,9,0,0,70.24074074,4341.917037
90.8,65.4,34,52.6,126.6,154.5,54.3,226.7333333,67.63333333,64.6,34.8,45.3,147.8,64.5,0,8.7,0,0,68.79259259,4247.772741
90.6,65.8,34,50.2,117.2,145,56.26666667,221.4666667,69.26666667,62.2,34.6,41.6,151.6,64,0,8.4,0,0,67.34444445,4153.628444
90.4,66.2,34,47.8,107.8,135.5,58.23333333,216.2,70.9,59.8,34.4,37.9,155.4,63.5,0,8.1,0,0,65.8962963,4059.484148
90.2,66.6,34,45.4,98.4,126,60.2,210.9333333,72.53333333,57.4,34.2,34.2,159.2,63,0,7.8,0,0,64.44814815,3965.339852
90,67,34,43,89,116.5,62.16666667,205.6666667,74.16666667,55,34,30.5,163,62.5,0,7.5,0,0,63,3871.195556
89.8,67.4,34,40.6,79.6,107,64.13333333,200.4,75.8,52.6,33.8,26.8,166.8,62,0,7.2,0,0,61.55185185,3777.051259
89.6,67.8,34,38.2,70.2,97.5,66.1,195.1333333,77.43333333,50.2,33.6,23.1,170.6,61.5,0,6.9,0,0,60.1037037,3682.906963
89.4,68.2,34,35.8,60.8,88,68.06666667,189.8666667,79.06666667,47.8,33.4,19.4,174.4,61,0,6.6,0,0,58.65555556,3588.762667
89.2,68.6,34,33.4,51.4,78.5,70.03333333,184.6,80.7,45.4,33.2,15.7,178.2,60.5,0,6.3,0,0,57.20740741,3494.61837
89,69,34,31,42,69,72,179.3333333,82.33333333,43,33,12,182,60,0,6,0,0,55.75925926,3400.474074
89,71.3,39.7,33.8,42.6,66.9,71.5,175.8,79.9,42.6,33,12.66666667,177.5666667,64.2,0,6,0,0.3,55.93518519,3317.463704
89,73.6,45.4,36.6,43.2,64.8,71,172.2666667,77.46666667,42.2,33,13.33333333,173.1333333,68.4,0,6,0,0.6,56.11111111,3234.453333
89,75.9,51.1,39.4,43.8,62.7,70.5,168.7333333,75.03333333,41.8,33,14,168.7,72.6,0,6,0,0.9,56.28703704,3151.442963
89,78.2,56.8,42.2,44.4,60.6,70,165.2,72.6,41.4,33,14.66666667,164.2666667,76.8,0,6,0,1.2,56.46296297,3068.432593
89,80.5,62.5,45,45,58.5,69.5,161.6666667,70.16666667,41,33,15.33333333,159.8333333,81,0,6,0,1.5,56.63888889,2985.422222
89,82.8,68.2,47.8,45.6,56.4,69,158.1333333,67.73333333,40.6,33,16,155.4,85.2,0,6,0,1.8,56.81481481,2902.411852
89,85.1,73.9,50.6,46.2,54.3,68.5,154.6,65.3,40.2,33,16.66666667,150.9666667,89.4,0,6,0,2.1,56.99074074,2819.401481
89,87.4,79.6,53.4,46.8,52.2,68,151.0666667,62.86666667,39.8,33,17.33333333,146.5333333,93.6,0,6,0,2.4,57.16666667,2736.391111
89,89.7,85.3,56.2,47.4,50.1,67.5,147.5333333,60.43333333,39.4,33,18,142.1,97.8,0,6,0,2.7,57.34259259,2653.380741
89,92,91,59,48,48,67,144,58,39,33,18.66666667,137.6666667,102,0,6,0,3,57.51851852,2570.37037
87.8,98.1,93.8,57.7,46.8,51.8,64.8,143.3,55.8,38.83333333,33.9,19.4,133.1,99.9,0,6,0,3,57.4462963,2610.472296
86.6,104.2,96.6,56.4,45.6,55.6,62.6,142.6,53.6,38.66666667,34.8,20.13333333,128.5333333,97.8,0,6,0,3,57.37407407,2650.574222
85.4,110.3,99.4,55.1,44.4,59.4,60.4,141.9,51.4,38.5,35.7,20.86666667,123.9666667,95.7,0,6,0,3,57.30185185,2690.676148
84.2,116.4,102.2,53.8,43.2,63.2,58.2,141.2,49.2,38.33333333,36.6,21.6,119.4,93.6,0,6,0,3,57.22962963,2730.778074
83,122.5,105,52.5,42,67,56,140.5,47,38.16666667,37.5,22.33333333,114.8333333,91.5,0,6,0,3,57.15740741,2770.88
81.8,128.6,107.8,51.2,40.8,70.8,53.8,139.8,44.8,38,38.4,23.06666667,110.2666667,89.4,0,6,0,3,57.08518519,2810.981926
80.6,134.7,110.6,49.9,39.6,74.6,51.6,139.1,42.6,37.83333333,39.3,23.8,105.7,87.3,0,6,0,3,57.01296296,2851.083852
79.4,140.8,113.4,48.6,38.4,78.4,49.4,138.4,40.4,37.66666667,40.2,24.53333333,101.1333333,85.2,0,6,0,3,56.94074074,2891.185778
78.2,146.9,116.2,47.3,37.2,82.2,47.2,137.7,38.2,37.5,41.1,25.26666667,96.56666667,83.1,0,6,0,3,56.86851852,2931.287704
77,153,119,46,36,86,45,137,36,37.33333333,42,26,92,81,0,6,0,3,56.7962963,2971.38963
78,151.4,113.7,43.6,48.5,88,45,139.1,35.43333333,38.36666667,41.43333333,25.43333333,89.5,78.7,0,5.7,0.3,2.7,56.93703704,3263.119704
79,149.8,108.4,41.2,61,90,45,141.2,34.86666667,39.4,40.86666667,24.86666667,87,76.4,0,5.4,0.6,2.4,57.07777778,3554.849778
80,148.2,103.1,38.8,73.5,92,45,143.3,34.3,40.43333333,40.3,24.3,84.5,74.1,0,5.1,0.9,2.1,57.21851852,3846.579852
81,146.6,97.8,36.4,86,94,45,145.4,33.73333333,41.46666667,39.73333333,23.73333333,82,71.8,0,4.8,1.2,1.8,57.35925926,4138.309926
82,145,92.5,34,98.5,96,45,147.5,33.16666667,42.5,39.16666667,23.16666667,79.5,69.5,0,4.5,1.5,1.5,57.5,4430.04
83,143.4,87.2,31.6,111,98,45,149.6,32.6,43.53333333,38.6,22.6,77,67.2,0,4.2,1.8,1.2,57.64074074,4721.770074
84,141.8,81.9,29.2,123.5,100,45,151.7,32.03333333,44.56666667,38.03333333,22.03333333,74.5,64.9,0,3.9,2.1,0.9,57.78148148,5013.500148
85,140.2,76.6,26.8,136,102,45,153.8,31.46666667,45.6,37.46666667,21.46666667,72,62.6,0,3.6,2.4,0.6,57.92222222,5305.230222
86,138.6,71.3,24.4,148.5,104,45,155.9,30.9,46.63333333,36.9,20.9,69.5,60.3,0,3.3,2.7,0.3,58.06296296,5596.960296
87,137,66,22,161,106,45,158,30.33333333,47.66666667,36.33333333,20.33333333,67,58,0,3,3,0,58.2037037,5888.69037
86.6,130.6,64.1,23,149.9,107.9,45.3,155.7,35.43333333,48.23333333,36.2,19.8,66.7,61.1,0,2.7,2.7,0,57.5537037,5582.215111
86.2,124.2,62.2,24,138.8,109.8,45.6,153.4,40.53333333,48.8,36.06666667,19.26666667,66.4,64.2,0,2.4,2.4,0,56.9037037,5275.739852
85.8,117.8,60.3,25,127.7,111.7,45.9,151.1,45.63333333,49.36666667,35.93333333,18.73333333,66.1,67.3,0,2.1,2.1,0,56.2537037,4969.264593
85.4,111.4,58.4,26,116.6,113.6,46.2,148.8,50.73333333,49.93333333,35.8,18.2,65.8,70.4,0,1.8,1.8,0,55.6037037,4662.789333
85,105,56.5,27,105.5,115.5,46.5,146.5,55.83333333,50.5,35.66666667,17.66666667,65.5,73.5,0,1.5,1.5,0,54.9537037,4356.314074
84.6,98.6,54.6,28,94.4,117.4,46.8,144.2,60.93333333,51.06666667,35.53333333,17.13333333,65.2,76.6,0,1.2,1.2,0,54.3037037,4049.838815
84.2,92.2,52.7,29,83.3,119.3,47.1,141.9,66.03333333,51.63333333,35.4,16.6,64.9,79.7,0,0.9,0.9,0,53.6537037,3743.363556
83.8,85.8,50.8,30,72.2,121.2,47.4,139.6,71.13333333,52.2,35.26666667,16.06666667,64.6,82.8,0,0.6,0.6,0,53.0037037,3436.888296
83.4,79.4,48.9,31,61.1,123.1,47.7,137.3,76.23333333,52.76666667,35.13333333,15.53333333,64.3,85.9,0,0.3,0.3,0,52.3537037,3130.413037
83,73,47,32,50,125,48,135,81.33333333,53.33333333,35,15,64,89,0,0,0,0,51.7037037,2823.937778
84,79.2,49.3,32.3,47.7,119.7,46.93333333,133.7,81.6,52.66666667,34.63333333,19.4,65.13333333,89.46666667,0,0.6,0,0,52.01851852,2751.885333
85,85.4,51.6,32.6,45.4,114.4,45.86666667,132.4,81.86666667,52,34.26666667,23.8,66.26666667,89.93333333,0,1.2,0,0,52.33333333,2679.832889
86,91.6,53.9,32.9,43.1,109.1,44.8,131.1,82.13333333,51.33333333,33.9,28.2,67.4,90.4,0,1.8,0,0,52.64814815,2607.780444
87,97.8,56.2,33.2,40.8,103.8,43.73333333,129.8,82.4,50.66666667,33.53333333,32.6,68.53333333,90.86666667,0,2.4,0,0,52.96296296,2535.728
88,104,58.5,33.5,38.5,98.5,42.66666667,128.5,82.66666667,50,33.16666667,37,69.66666667,91.33333333,0,3,0,0,53.27777778,2463.675556
89,110.2,60.8,33.8,36.2,93.2,41.6,127.2,82.93333333,49.33333333,32.8,41.4,70.8,91.8,0,3.6,0,0,53.59259259,2391.623111
90,116.4,63.1,34.1,33.9,87.9,40.53333333,125.9,83.2,48.66666667,32.43333333,45.8,71.93333333,92.26666667,0,4.2,0,0,53.90740741,2319.570667
91,122.6,65.4,34.4,31.6,82.6,39.46666667,124.6,83.46666667,48,32.06666667,50.2,73.06666667,92.73333333,0,4.8,0,0,54.22222222,2247.518222
92,128.8,67.7,34.7,29.3,77.3,38.4,123.3,83.73333333,47.33333333,31.7,54.6,74.2,93.2,0,5.4,0,0,54.53703704,2175.465778
93,135,70,35,27,72,37.33333333,122,84,46.66666667,31.33333333,59,75.33333333,93.66666667,0,6,0,0,54.85185185,2103.413333
90.3,137.6,68.7,33.7,27.3,68.6,40.6,121.5333333,82.03333333,46.7,36.1,63.4,79.8,91.03333333,0,6.6,0,0,55.22222222,2233.070815
